Title,Category,Bid Count,Highest Bid Amount(€),Description,URL
Elektrische tandenborstel Hyundai Electronics (blauw),Elektronica,1,1,"Je tanden poetsen wordt weer helemaal leuk met deze elektrische én oplaadbare tandenborstel van Hyundai Electronics. Dankzij de 3 verschillende poetsstanden en snelheden creëer je een gepersonaliseerde poetservaring. Bonus: gebruik 'm ook onder de douche, dat scheelt weer tijd. Bied nu mee en win!",https://www.vakantieveilingen.be/veilingen/producten/elektronica/elektrische-tandenborstel-hyundai-electronics-hha732302/44582
Aquarius Sauna: entree voor 2 personen (West-Duitsland),Sauna en wellness,6,6,"Ontspan in de Finse sauna, dwaal rond in de idyllische tuin en voel je herboren na een rustgevend stoombad. Bij Aquarius in Borken, net over de grens, geniet je van een ultiem zen-dagje voor 2. Bied nu mee en ervaar de fijne, Scandinavische sfeer in het wellnessresort.",https://www.vakantieveilingen.be/veilingen/wellness/sauna-en-wellness/aquarius-borken-west-duitsland/48116
Fruitmand van Berlinger Haus (zwart / roségoud),Koken en tafelen,2,2,In deze hippe fruitmand met haak bewaar je al je fruit overzichtelijk en netjes op 1 plek. De haak kan worden gebruikt om een tros bananen of druiven aan te hangen. Handig!,https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/fruitmand-met-houder-bh6770/10453
Wellnessresort de Waterlelie: dag- of avondentree (2 p.),Sauna en wellness,15,21,"Wellnessresort de Waterlelie biedt alles voor een ontspannen wellnessdag; binnen- en buitenbaden, meerdere sauna's en een riante, groene tuin. De gemoedelijke sfeer en het fijne restaurant maken het plaatje compleet. Bied mee en kom samen een dagje of avondje relaxen.",https://www.vakantieveilingen.be/veilingen/wellness/sauna-en-wellness/wellnessresort-waterlelie-dagentree-of-avondentree/43711
Polykatoenen dekbedovertrek 'Thankful' (240 x 220 cm),Slapen,2,2,"Een moment van terugblikken op de dag is altijd fijn. Waar ben je dankbaar voor? Dit dekbedovertrek herinnert je er elke avond aan. De sierlijke letters en zachte kleuren maken het model ook nog eens een blikvanger in de slaapkamer. Plaats jij het hoogste bod, dan ligt ie binnenkort bij jou thuis.",https://www.vakantieveilingen.be/veilingen/producten/slapen/dekbedovertrek-polykatoen-240-x-220-thankful/44134
Slimme draadloze stalen tafellamp met RGB-verlichting,Elektronica,5,5,"Deze draadloze tafellamp van Hyundai geeft elke ruimte sfeer. De lamp is namelijk uitgerust met RGB-verlichting en ook nog eens gemakkelijk te bedienen via de bijbehorende app. Bovendien werkt ie tot wel 10 uur lang dankzij de ingebouwde, oplaadbare batterij. Dus: meebieden en winnen die lamp!",https://www.vakantieveilingen.be/veilingen/producten/elektronica/draadloze-tafellamp-rgb-verlichting/47642
2 hoofdkussens met microvezel tijk (60 x 70 cm),Slapen,2,2,Op de kussens van Donsulette slaap je als een roosje. Door de zachte vulling val je gemakkelijk en ontspannen in slaap. Het hoofdkussen is ideaal voor zij- en rugslapers en daarnaast ook nog hypoallergeen. Bied nu mee en ontvang 2 kussens. Dat wordt een heerlijke nacht... Welterusten!,https://www.vakantieveilingen.be/veilingen/producten/slapen/2-donsulette-hoofdkussens-60-x-70-cm/2965
Polykatoen dekbedovertrek Sleep Sense (240 x 220 cm),Slapen,0,0,Elke avond in slaap vallen met het gevoel dat je onderdeel bent van een jungle? Met dit dekbedovertrek van polykatoen in jungle thema heb je elke ochtend alweer zin om 's avonds onder de dekens te kruipen. Slaaplekker alvast... Bied je mee?,https://www.vakantieveilingen.be/veilingen/producten/slapen/dekbedovertrek-240-x-220-jungle/44131
Zilverkleurige oorbellen met zirkonia's,Juwelen,0,0,"Deze tijdloze, zilveren oorbellen maken iedere outfit af. De chique sieraden in hartjesvorm zijn geschikt voor elke gelegenheid en de 66 zirkonia's glimmen je tegemoet! Ga jij ze winnen? Bied mee.",https://www.vakantieveilingen.be/veilingen/producten/juwelen/oorbellen-zilver-de0249s/14184
Hyundai solar buitenlampen (3 stuks),Tuin en buiten,1,1,"Verlicht je oprit of tuin met deze moderne wandlampen van Hyundai. De buitenlampen werken op zonne-energie en zijn dus goed voor zowel het milieu als je portemonnee. Bovendien werken de lampen automatisch: wanneer de zon onder gaat, springen ze vanzelf aan. Als dat niet handig is... Bied je mee?",https://www.vakantieveilingen.be/veilingen/producten/tuin-en-buiten/wandlamp-hyundai-hsl122001/9526
Rookmelder van Hyundai Home,Elektronica,6,6,"Detecteert deze melder rook in een ruimte? Dan gaat ie af. Ook als de temperatuur te hoog oploopt, hoor je 't alarm gaan. Zo kun je meteen actie ondernemen. Extra fijn: hoewel de batterij lang meegaat, krijg je ook een melding in de app als ie binnenkort aan vervanging toe is. Veiligheid voorop!",https://www.vakantieveilingen.be/veilingen/producten/elektronica/slimme-rookmelder-hyundai-home/18776
Elektrische grastrimmer van Green Series (250 W),Tuingereedschap,4,4,"Houd je groene gazon tot in de puntjes bij met dit praktische tuingereedschap. Je pakt deze lichtgewicht trimmer er gemakkelijk even bij om de randjes bij te werken. De maaier heeft een schermpje, zodat je omliggende bloemen niet zomaar mee kunt nemen in je trimsessie. Handig! Bied mee en win.",https://www.vakantieveilingen.be/veilingen/producten/tuingereedschap/elektrische-grastrimmer-250-w-green-series/51267
Mondo Verde tickets incl. onbeperkt eten & drinken voor 2 personen,Dierentuinen,8,8,"Spannende attracties, bijzondere dieren en de mooiste wereldtuinen; Mondo Verde in Limburg heeft het allemaal. En dan mag je ook nog eens onbeperkt eten en drinken door het hele park. Het mooiste van alles? De prijs voor deze feestdag bepaal je zelf. Bied mee en win 2 Mondo Verde kortingskaartjes!",https://www.vakantieveilingen.be/veilingen/pretpark-en-zoo/dierentuinen/mondo-verde/16187
Donkergrijs velvetgordijn met haken,Wonen,3,3,Slaap je graag in een écht donkere kamer? Dit gordijn is verduisterend en houdt ook nog eens warmte en kou buitenshuis. Ideaal voor de zomer- en wintermaanden. Dankzij de donkergrijze kleur past het gordijn goed in ieder interieur!,https://www.vakantieveilingen.be/veilingen/producten/wonen/velvetgordijn-lifa-living-donkergrijs/13914
Dino-badspeelgoed,Speelgoed en hobby,2,2,"Hoe kun je badderen nu nóg leuker maken? Met deze schattige dino ben je verzekerd van oneindig veel waterpret. Hang het speeltje op met de zuignappen, schep wat water in het bakje en het vrolijke wolkje begint te draaien. Zo sop jij je lieveling heerlijk in, terwijl er fijn gespeeld wordt. Tadaa!",https://www.vakantieveilingen.be/veilingen/producten/speelgoed-en-hobby/dino-badspeelgoed/19629
Draadloos weerstation met lcd-scherm van Dutch Originals,Tuin en buiten,2,2,"Ben jij graag altijd op de hoogte van het weer? Met dit weerstation krijg je alle informatie die je nodig hebt. Zo zie in 1 oogopslag wat de temperatuur en luchtvochtigheid binnen én buiten is, maar ook welke datum en tijd het is. Handig op een kastje in de woonkamer. Bied mee en win met korting.",https://www.vakantieveilingen.be/veilingen/producten/tuin-en-buiten/weerstation-dutch-originals/45383
5-delige snijplankenset van Berlinger Haus,Koken en tafelen,2,2,"Deze snijplankenset is niet alleen een handige, maar ook een stijlvolle toevoeging aan je keuken. De zwarte snijplanken zijn lichtgewicht en perfect om meerdere gerechten mee te bereiden. Welk gerecht ga jij als eerste maken? Bied mee, win en sleep 'm snel je keuken in.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/snijplankenset-5delig-berlinger-haus/19112
Stijlkam van Dcook,Persoonlijke verzorging,1,1,Droom jij van steile lokken die de hele dag mooi blijven zitten? Met deze stijlkam van Dcook krijg jij je haar mooi glad en pluisloos. Fijn detail: dankzij de keramische platen wordt je kapsel goed beschermd tegen de hitte van de kam. Win-win dus! Bied mee en win 'm met korting.,https://www.vakantieveilingen.be/veilingen/producten/persoonlijke-verzorging/stijlkam-dcook/13753?l=78720775&p=162958
Vaatwastabletten (365 stuks),Boodschappen,3,5,"Houd je borden, kopjes, bestek en glazen zo lang mogelijk mooi met deze vaatwastabletten. De tabletten zijn eenvoudig in gebruik, zorgen voor een glanzende vaat en reinigen effectief. Ook niet geheel onbelangrijk: je ontvangt maar liefst 365 stuks, dus je bent voor een heel jaar klaar. Bied mee!",https://www.vakantieveilingen.be/veilingen/producten/boodschappen/vaatwastabletten-365-stuks-vaat/42866
Prullenbak met bewegingssensor van FlinQ 8 L (antraciet),Huishouden,2,2,"Deze stijlvolle en waterdichte prullenbak van FlinQ maakt je leven weer een tikkeltje makkelijker. Dankzij de bewegingssensor hoef je je geen zorgen meer te maken over vieze handen. De prullenbak heeft een capaciteit van 8 liter, perfect voor in de badkamer, kinderkamer of toilet. Bied nu mee!",https://www.vakantieveilingen.be/veilingen/producten/huishouden/prullenbak-lilton-flinq-donkergrijs/45864
Elysium: dagentree voor 2 personen (NL),Sauna en wellness,3,17,"Een dagje Elysium voelt als een dag vakantie. Dit resort behoort tot 1 van de meest uitgebreide wellnessresorts van Nederland. Ontdek de prachtige Turkse Hamam, de Marrakechsauna óf warm op in de Finse Kelosauna. Met wie kom jij hier optimaal ontspannen? Bied nu mee en win!",https://www.vakantieveilingen.be/veilingen/wellness/sauna-en-wellness/dagentree-sauna-wellnessresort-elysium/4158
Dekbedovertrek groen embossed (240 x 200 cm),Slapen,1,1,"Vind jij een frisse uitstraling belangrijk in het interieur van je slaapkamer? Dan spreekt dit zachte, lichtgroene dekbedovertrek je ongetwijfeld aan. Dankzij de embossed strepenprint voegt ie ook een tikje elegantie toe. Plaats het hoogste bod en je hebt 'm binnenkort met korting in huis!",https://www.vakantieveilingen.be/veilingen/producten/slapen/dekbedovertrek-lits-jumeaux-strepen-groen/48643
Hondendeken voor in de auto,huisdier,1,1,"Jouw lieve viervoeter neem je het liefst overal mee naartoe. Bescherming in de vorm van een hondendeken is dan een goed idee. Zo blijft de bekleding van je auto lekker fris en schoon, zelfs bij modderige pootjes. Bevestig 'm eenvoudig op de achterbank of in de kofferbak en gaan. Bied je mee? Woef!",https://www.vakantieveilingen.be/veilingen/producten/huisdier/hondendeken-auto-autodeken/43020
Elektrische koffiemolen van Hyundai,Koken en tafelen,1,5,"Wil jij thuis genieten van je eigen versgemalen bonenkoffie? Met de elektrische koffiemolen van Hyundai is dat heel eenvoudig. Deze molen is gebruiksvriendelijk, gemakkelijk schoon te maken, en wordt geleverd met een handige schoonmaakborstel. Bied nu mee en win jouw perfecte kop koffie!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/elektrische-koffiemolen-van-hyundai/49118
Hyundai Batteries draadloze oplader voor je telefoon,Elektronica,1,2,"Een snoertje voor dit, een snoertje voor dat. Tegenwoordig moet je al je apparaten voorzien van stroom. Logisch, maar dat zorgt wel voor een hoop kabels bij elkaar. Bied daarom mee op deze draadloze telefoonoplader van Hyundai. Leg je toestel op de Qi-lader en jouw batterij stroomt weer vol. Handig!",https://www.vakantieveilingen.be/veilingen/producten/elektronica/hyundai-batteries-draadloze-telefoonoplader/1044
Geheime boekkluis met 3-delig cijferslot,Klussen,0,0,"Je geld, sieraden of oude liefdesbrief een veilig plekje geven? Bied mee op deze geheime boekkluis met 3-delig cijferslot. Het is niet alleen een slimme plek voor al je kostbaarheden, maar ook een romantisch decoratiestuk voor in je boekenkast. Win-win!",https://www.vakantieveilingen.be/veilingen/producten/klussen/geheime-boekkluis-3-delig-cijferslot/44891
Vaatwastabletten Classic Regular van Finish (100 tabs),Boodschappen,2,2,"Laat jouw borden, kopjes, bestek en glazen glanzen als nooit tevoren dankzij deze vaatwastabletten van Finish. De tabletten verwijderen zelfs het hardnekkigste vuil en zorgen voor een frisse en schone vaat. Extra fijn: je ontvangt maar liefst 100 stuks. Bied nu mee!",https://www.vakantieveilingen.be/veilingen/producten/boodschappen/vaatwastabletten-finish-classic-regular/38394
Donkerbruine weekendtas van Jack Milles,Modeaccessoires,3,3,Je kunt allerlei spullen kwijt in deze handige en stijlvolle weekendtas. Zo is 'ie ook geschikt om mee te nemen naar het zwembad of de sportschool. Draag 'm aan de stevige handvatten mee of slinger 'm om je schouder. Ga jij 'm winnen? Neem het snel op tegen je concurrenten en bied mee.,https://www.vakantieveilingen.be/veilingen/producten/modeaccessoires/reistas-jack-milles-donkerbruin-g18507/8702?l=78719248&p=164362
Veluwse Bron: dagentree voor 2 personen (NL),Sauna en wellness,2,2,"Zet even alles op pauze en kom helemaal tot rust bij Veluwse Bron in Emst. Geniet van de sauna’s en baden en prikkel je zintuigen in het kruidenbad met warm water, stoom en essentiële oliën. En dat allemaal midden in de prachtige natuur. Kortom: een écht verwendagje. Bied en geniet!",https://www.vakantieveilingen.be/veilingen/wellness/sauna-en-wellness/veluwse-bron/33409
"Technopolis in Mechelen, voor 2 personen",Indoor,0,0,"Braafjes luisteren en rondkijken? Niet in Technopolis! Hoe jong of oud je ook bent, hier moet je alles zélf ontdekken. Ervaar via talloze interactieve opstellingen hoe WOW wetenschap is en duik in de wondere wereld van technologie in de gloednieuwe expo ON/OFF. Bied mee & win 2 tickets.",https://www.vakantieveilingen.be/veilingen/uitstapjes/indoor/technopolis-tickets-mechelen/62458
Set van 2 theeplanten voor binnen of buiten (30 - 40 cm),Bloemen en planten,0,0,Word helemaal zen met deze theeplanten in huis. In de herfst bloeien ze zacht witte bloemen en je kan er zelf thee van kweken. Daar kom je toch heerlijk van tot rust? Bied snel mee voor dit relaxte duo en plof op de bank.,https://www.vakantieveilingen.be/veilingen/producten/bloemen-en-planten/set-van-2-theeplanten-voor-binnen-of-buiten/49353
Tickets voor Robotland (2 p.),Musea,3,4,In dit gloednieuwe technologiepark maak je op een ludieke en leerzame manier kennis met de meest innovatieve transport- en robottechnieken van dit moment. En dit op een interactieve manier! Met wie ga jij op ontdekking? Bied mee en win!,https://www.vakantieveilingen.be/veilingen/uitstapjes/musea/robotland-in-essen-2-tickets/15704
Zomervakantie: weekend/midweek op een Oostappenpark (NL 4 - 6 p.),Campings en vakantieparken,18,100,"Blijf jij in de zomervakantie graag een beetje dicht bij huis? Kom naar een Oostappenpark in Nederland! Je verblijft een weekend of midweek in een mobile home en geniet volop van de faciliteiten en mooie omgeving. Bied mee, win een verblijf met korting en beleef zonnige zomerdagen met je gezin.",https://www.vakantieveilingen.be/veilingen/vakanties/campings-en-vakantieparken/oostappen-vakantieparken-zomervakantie-2024-weekend-midweek/33131
Waterpark Aqualibi tickets voor 2 personen in Waver,Dierentuinen en pretparken,25,55,"Pak je zwemtas maar in! Na een uitgebreide verbouwing is waterpark Aqualibi sinds begin dit jaar 4 nieuwe waterglijbanen, een wilde rivier, golfslagbad, 2 kinderzones én ontspanningsruimtes met jacuzzi's rijker. Kom deze exotische bestemming voor jong en oud (her)ontdekken. Bied mee!",https://www.vakantieveilingen.be/veilingen/uitstapjes/dierentuinen-en-pretparken/aqualibi-waterpark/48980
Ledlamp met bluetooth-speaker van Dutch Originals,Elektronica,0,0,"Met deze ledlamp bepaal je zelf de sfeer. Als je je even moet concentreren, helpen blauw licht en klassieke muziek op de achtergrond. Is ie leeg? Laad het lampje snel weer op met een USB-kabel. Oh, en je kunt zelfs telefoontjes opnemen via de ingebouwde speaker. Wat een alleskunner!",https://www.vakantieveilingen.be/veilingen/producten/elektronica/ledlamp-met-bluetooth-speaker-dutch-originals/18956
Cowboycactus Euphorbia (60 - 70 cm),Bloemen en planten,2,2,"Deze stoere rakker in je woonkamer hebben? Bied mee op de cowboycactus en geef 'm een mooi plekje in de zon. De Zuid-Afrikaanse vetplant is stekelig, groeit recht omhoog én is makkelijk in onderhoud. Jeej! Hebben = winnen.",https://www.vakantieveilingen.be/veilingen/producten/bloemen-en-planten/cowboycactus-euphorbia-eritrea/44677
Set van 3 anti-muggen citroengeraniums (15 - 20 cm),Bloemen en planten,1,1,"Natuurlijk weet je dat muggen de geur van citroen niet bepaald op prijs stellen. Mooi, met deze geraniums in je buurt blijft dit irritante ongedierte wel op afstand. Wist je dat de etherische olie uit de plant ook wordt gebruikt voor aromatherapie? Wrijf een blaadje in je hand en adem diep in...",https://www.vakantieveilingen.be/veilingen/producten/bloemen-en-planten/set-van-3-citroengeraniums-15-tot-20-cm/20299
